date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:56:57	859/859	---MCZ	200	added ('OK')	text/xml	date:Sat,%2017%20Dec%202022%2019:56:58%20GMT	https://casoinglesmariana.com.br/xmlrpc.php?rsd	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/xmlrpc0db0.php	(from https://casoinglesmariana.com.br/)
16:56:57	1045/1045	---MCZ	200	added ('OK')	text/xml	etag:W/%2252a8c1b7-415%22	https://casoinglesmariana.com.br/wp-includes/wlwmanifest.xml	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-includes/wlwmanifest.xml	(from https://casoinglesmariana.com.br/)
16:56:57	2612/2612	---MCZ	200	added ('OK')	application/json	date:Sat,%2017%20Dec%202022%2019:56:58%20GMT	https://casoinglesmariana.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcasoinglesmariana.com.br%2F	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-json/oembed/1.0/embed0eba.json	(from https://casoinglesmariana.com.br/)
16:56:58	2721/2721	---MCZ	200	added ('OK')	text/xml	date:Sat,%2017%20Dec%202022%2019:56:59%20GMT	https://casoinglesmariana.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcasoinglesmariana.com.br%2F&format=xml	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-json/oembed/1.0/embed9be6	(from https://casoinglesmariana.com.br/)
16:56:58	105105/105105	---M-Z	200	added ('OK')	application/x-javascript	date:Sat,%2017%20Dec%202022%2019:56:59%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/PC/Desktop/CASO%20MARIANA/s/connect.facebook.net/en_US/fbevents.js	(from https://casoinglesmariana.com.br/)
16:56:58	1262/1262	---M--	200	added ('OK')	image/png	etag:%2262f15fdb-4ee%22	https://casoinglesmariana.com.br/wp-content/uploads/2022/08/cropped-pg-logo-transparent-324368-1000px@72ppi-32x32.png	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/uploads/2022/08/cropped-pg-logo-transparent-324368-1000px@72ppi-32x32.png	(from https://casoinglesmariana.com.br/)
16:56:58	7745/7745	---M--	200	added ('OK')	image/png	etag:%2262f15fdb-1e41%22	https://casoinglesmariana.com.br/wp-content/uploads/2022/08/cropped-pg-logo-transparent-324368-1000px@72ppi-192x192.png	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/uploads/2022/08/cropped-pg-logo-transparent-324368-1000px@72ppi-192x192.png	(from https://casoinglesmariana.com.br/)
16:56:59	7219/7219	---M--	200	added ('OK')	image/png	etag:%2262f15fdb-1c33%22	https://casoinglesmariana.com.br/wp-content/uploads/2022/08/cropped-pg-logo-transparent-324368-1000px@72ppi-180x180.png	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/uploads/2022/08/cropped-pg-logo-transparent-324368-1000px@72ppi-180x180.png	(from https://casoinglesmariana.com.br/)
16:56:59	9881/9881	---M--	200	added ('OK')	image/png	etag:%22637b7d2d-2699%22	https://casoinglesmariana.com.br/wp-content/uploads/2022/08/pogustgoodheadlogo-160x74.png	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/uploads/2022/08/pogustgoodheadlogo-160x74.png	(from https://casoinglesmariana.com.br/)
16:56:59	25901/25901	---MCZ	200	added ('OK')	text/css	etag:W/%22639aae77-652d%22	https://casoinglesmariana.com.br/wp-content/uploads/elementor/css/custom-pro-widget-nav-menu.min.css?ver=1671081591	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/uploads/elementor/css/custom-pro-widget-nav-menu.min3b84.css	(from https://casoinglesmariana.com.br/)
16:56:59	5736/5736	---M--	200	added ('OK')	image/png	etag:%2261263719-1668%22	https://casoinglesmariana.com.br/wp-content/uploads/2021/08/BOT.png	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/uploads/2021/08/BOT.png	(from https://casoinglesmariana.com.br/)
16:57:00	280637/280637	---M--	200	added ('OK')	image/jpeg	etag:%2261c21908-4483d%22	https://casoinglesmariana.com.br/wp-content/uploads/2021/12/MicrosoftTeams-image-18.jpg	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/uploads/2021/12/MicrosoftTeams-image-18.jpg	(from https://casoinglesmariana.com.br/)
16:57:00	3270/3270	---M--	200	added ('OK')	image/png	etag:%2262f1066c-cc6%22	https://casoinglesmariana.com.br/wp-content/uploads/2022/08/pgfooterlogo.png	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/uploads/2022/08/pgfooterlogo.png	(from https://casoinglesmariana.com.br/)
16:57:00	2657/2657	---M--	200	added ('OK')	image/png	etag:%22612659a3-a61%22	https://casoinglesmariana.com.br/wp-content/uploads/2021/08/logofooter-1-3.png	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/uploads/2021/08/logofooter-1-3.png	(from https://casoinglesmariana.com.br/)
16:57:00	2581/2581	---M--	200	added ('OK')	image/png	etag:%22612659ab-a15%22	https://casoinglesmariana.com.br/wp-content/uploads/2021/08/Badge-1-1-1.png	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/uploads/2021/08/Badge-1-1-1.png	(from https://casoinglesmariana.com.br/)
16:57:00	6045/6045	---M--	200	added ('OK')	image/png	etag:%2261264636-179d%22	https://casoinglesmariana.com.br/wp-content/uploads/2021/08/logofooter-1-2.png	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/uploads/2021/08/logofooter-1-2.png	(from https://casoinglesmariana.com.br/)
16:57:01	5390/5390	---M--	200	added ('OK')	image/png	etag:%2261264636-150e%22	https://casoinglesmariana.com.br/wp-content/uploads/2021/08/Badge-1-1.png	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/uploads/2021/08/Badge-1-1.png	(from https://casoinglesmariana.com.br/)
16:57:01	18468/18468	---MCZ	200	added ('OK')	text/css	etag:W/%22639aae4a-4824%22	https://casoinglesmariana.com.br/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.9.1	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/plugins/elementor/assets/lib/animations/animations.mina560.css	(from https://casoinglesmariana.com.br/)
16:57:01	15974/15974	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261ba1c0b-3e66%22	https://casoinglesmariana.com.br/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=3.7.5	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/themes/astra/assets/js/minified/frontend.min3430.js	(from https://casoinglesmariana.com.br/)
16:57:01	8741/8741	---MCZ	200	added ('OK')	application/javascript	etag:W/%226396959d-2225%22	https://casoinglesmariana.com.br/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min.js?ver=5.5.1	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.mind03b.js	(from https://casoinglesmariana.com.br/)
16:57:01	25202/25202	---MCZ	200	added ('OK')	application/javascript	etag:W/%22637c2d29-6272%22	https://casoinglesmariana.com.br/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.0.1	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.minf269.js	(from https://casoinglesmariana.com.br/)
16:57:02	40063/40063	---MCZ	200	added ('OK')	application/javascript	etag:W/%22639695a6-9c7f%22	https://casoinglesmariana.com.br/wp-content/plugins/powerpack-lite-for-elementor/assets/lib/tooltipster/tooltipster.min.js?ver=2.7.1	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/plugins/powerpack-lite-for-elementor/assets/lib/tooltipster/tooltipster.min653d.js	(from https://casoinglesmariana.com.br/)
16:57:02	14099/14099	---MCZ	200	added ('OK')	application/javascript	etag:W/%22639695a6-3713%22	https://casoinglesmariana.com.br/wp-content/plugins/powerpack-lite-for-elementor/assets/js/min/frontend.min.js?ver=2.7.1	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/plugins/powerpack-lite-for-elementor/assets/js/min/frontend.min653d.js	(from https://casoinglesmariana.com.br/)
16:57:02	5299/5299	---MCZ	200	added ('OK')	application/javascript	etag:W/%22639aae67-14b3%22	https://casoinglesmariana.com.br/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.9.1	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.mina560.js	(from https://casoinglesmariana.com.br/)
16:57:02	4957/4957	---MCZ	200	added ('OK')	application/javascript	etag:W/%22639aae4a-135d%22	https://casoinglesmariana.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.9.1	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.mina560.js	(from https://casoinglesmariana.com.br/)
16:57:03	31522/31522	---MCZ	200	added ('OK')	application/javascript	etag:W/%22639aae4a-7b22%22	https://casoinglesmariana.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.9.1	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.mina560.js	(from https://casoinglesmariana.com.br/)
16:57:03	6475/6475	---MCZ	200	added ('OK')	application/javascript	etag:W/%226254194e-194b%22	https://casoinglesmariana.com.br/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://casoinglesmariana.com.br/)
16:57:03	19142/19142	---MCZ	200	added ('OK')	application/javascript	etag:W/%226254194e-4ac6%22	https://casoinglesmariana.com.br/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://casoinglesmariana.com.br/)
16:57:03	4910/4910	---MCZ	200	added ('OK')	application/javascript	etag:W/%226254194e-132e%22	https://casoinglesmariana.com.br/wp-includes/js/dist/hooks.min.js?ver=4169d3cf8e8d95a3d6d5	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-includes/js/dist/hooks.min6c65.js	(from https://casoinglesmariana.com.br/)
16:57:03	10230/10230	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632e0f32-27f6%22	https://casoinglesmariana.com.br/wp-includes/js/dist/i18n.min.js?ver=9e794f35a71bb98672ae	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-includes/js/dist/i18n.mine57b.js	(from https://casoinglesmariana.com.br/)
16:57:04	21563/21563	---MCZ	200	added ('OK')	application/javascript	etag:W/%22639aae67-543b%22	https://casoinglesmariana.com.br/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.9.1	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/plugins/elementor-pro/assets/js/frontend.mina560.js	(from https://casoinglesmariana.com.br/)
16:57:04	12198/12198	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632a7511-2fa6%22	https://casoinglesmariana.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://casoinglesmariana.com.br/)
16:57:04	21440/21440	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632e0f32-53c0%22	https://casoinglesmariana.com.br/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-includes/js/jquery/ui/core.min3f14.js	(from https://casoinglesmariana.com.br/)
16:57:04	40696/40696	---MCZ	200	added ('OK')	application/javascript	etag:W/%22639aae4a-9ef8%22	https://casoinglesmariana.com.br/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.9.1	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/plugins/elementor/assets/js/frontend.mina560.js	(from https://casoinglesmariana.com.br/)
16:57:05	27177/27177	---MCZ	200	added ('OK')	application/javascript	etag:W/%22639aae67-6a29%22	https://casoinglesmariana.com.br/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.9.1	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/plugins/elementor-pro/assets/js/elements-handlers.mina560.js	(from https://casoinglesmariana.com.br/)
16:57:05	3721/3721	---MCZ	200	added ('OK')	application/javascript	etag:W/%22639aae67-e89%22	https://casoinglesmariana.com.br/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.9.1	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.mina560.js	(from https://casoinglesmariana.com.br/)
16:57:06	499382/499382	---M--	200	added ('OK')	image/png	etag:%2262c82fc6-79eb6%22	https://casoinglesmariana.com.br/wp-content/uploads/2022/07/MicrosoftTeams-image.png	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/wp-content/uploads/2022/07/MicrosoftTeams-image.png	(from https://casoinglesmariana.com.br/wp-content/uploads/elementor/css/post-711.css?ver=1671184917)
16:57:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Dec%202022%2019:57:07%20GMT	https://casoinglesmariana.com.br/c	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/c	(from https://connect.facebook.net/en_US/fbevents.js)
16:57:06	79799/79799	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2017%20Dec%202022%2019:57:07%20GMT	https://casoinglesmariana.com.br/b	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/b	(from https://connect.facebook.net/en_US/fbevents.js)
16:57:07	79799/79799	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2017%20Dec%202022%2019:57:08%20GMT	https://casoinglesmariana.com.br/POST	C:/Users/PC/Desktop/CASO%20MARIANA/s/casoinglesmariana.com.br/POST	(from https://connect.facebook.net/en_US/fbevents.js)
